|2018-03-21 14:34:38.706088| 8
|2018-03-27 19:53:25.572611| 0
|2018-03-27 19:54:35.525007| 0
|2018-03-27 19:55:01.633010| 0
|2018-03-27 19:58:47.474432| 0
|2018-03-27 19:59:38.733426| 0
|2018-03-27 20:00:01.916412| 0
|2018-03-27 20:00:26.406106| 0
|2018-03-27 20:00:53.538234| 0
|2018-03-27 20:00:59.569794| 0
|2018-03-27 20:06:21.066737| -5
|2018-03-27 20:07:48.279605| 6
|2018-03-27 20:08:04.920916| 6
|2018-03-27 20:08:45.368046| 10
|2018-03-27 20:08:57.881229| 10
|2018-03-27 20:09:17.118356| 5
|2018-03-27 20:10:38.640101| 0
|2018-03-27 20:12:19.458315| 0
|2018-03-27 20:14:39.833205| 0
|2018-03-27 20:25:40.319711| 0
|2018-03-27 20:38:48.633925| 16
|2018-03-27 20:52:36.230430| 0
|2018-03-27 20:52:44.504783| 0
|2018-03-27 20:53:22.481459| 0
|2018-03-27 20:54:07.332172| 0
|2018-03-27 20:54:16.104348| 0
|2018-03-27 20:54:31.209795| 0
|2018-03-27 20:56:02.163322| 0
|2018-03-27 20:56:56.986013| 14
|2018-03-27 20:59:05.484949| 0
|2018-03-27 20:59:23.589073| 0
|2018-03-27 20:59:45.173193| 0
|2018-03-27 21:02:49.319355| 0
|2018-03-27 21:03:11.356766| 6
|2018-03-27 21:05:14.512418| 6
|2018-03-27 21:05:38.067675| 0
|2018-03-27 21:05:50.472754| 0
|2018-03-27 21:06:24.794690| 0
|2018-03-27 21:10:21.979497| 0
|2018-03-27 21:11:50.181682| 0
|2018-03-27 21:12:29.725985| 0
|2018-03-27 21:12:44.385485| 0
|2018-03-27 21:13:33.322128| 0
|2018-03-27 21:14:26.342684| 0
|2018-03-27 21:14:42.563029| 0
|2018-03-27 21:17:49.660438| 0
|2018-03-27 21:18:22.073304| 0
|2018-03-27 21:20:29.356877| 8
|2018-03-27 21:21:37.899626| 0
|2018-03-27 21:32:14.187407| 0
|2018-03-27 21:33:57.887381| 0
|2018-03-28 00:11:47.409263| -3
|2018-03-28 00:17:35.479416| 0
|2018-03-28 00:19:06.353408| 0
|2018-03-28 00:20:08.645605| 0
|2018-03-28 00:21:07.185756| 8
|2018-03-28 00:21:18.843099| 8
|2018-03-28 00:22:11.102506| 0
|2018-03-28 00:25:45.019851| 0
|2018-03-28 00:29:50.372139| 16
|2018-03-28 00:31:37.073341| 8
|2018-03-28 00:36:11.607789| 5
|2018-03-28 00:39:05.201518| 0
|2018-03-28 00:39:35.460312| 8
|2018-03-28 00:47:10.662331| 0
|2018-03-28 00:47:44.480208| 8
|2018-03-28 00:49:17.525157| 0
|2018-03-28 00:51:17.430428| 0
