date,close
2018-04-10 19:54:05,30
2018-04-10 19:54:10,30
2018-04-10 19:54:15,28
2018-04-10 19:54:20,28
2018-04-10 19:54:25,28
2018-04-10 19:54:30,28
2018-04-10 19:54:35,25
2018-04-10 19:54:45,25
2018-04-10 19:54:55,10
2018-04-10 19:55:05,10
2018-04-10 19:55:10,10
2018-04-10 19:55:15,0
2018-04-10 19:55:25,0
2018-04-10 19:55:30,0
2018-04-10 19:55:35,10
2018-04-10 19:55:45,10
2018-04-10 19:55:55,10
2018-04-10 19:56:45,18
2018-04-10 19:56:50,18
2018-04-10 19:56:55,18
2018-04-10 19:57:05,10
2018-04-10 19:57:25,33
2018-04-10 19:57:35,33
2018-04-10 19:57:40,33
2018-04-10 19:57:45,26
2018-04-10 19:57:50,26
2018-04-10 19:59:00,36
2018-04-10 19:59:05,36
2018-04-10 19:59:15,36
2018-04-10 19:59:25,10
2018-04-10 19:59:35,10
2018-04-10 19:59:40,10
2018-04-10 19:59:45,31
2018-04-10 19:59:50,31
2018-04-10 19:59:55,31
2018-04-10 20:00:00,31
2018-04-10 20:00:05,10
2018-04-10 20:00:15,10
2018-04-10 20:00:25,20
2018-04-10 20:00:30,20
2018-04-10 20:00:35,20
2018-04-10 20:00:45,16
2018-04-10 20:00:55,16
2018-04-10 20:01:00,16
2018-04-10 20:01:05,53
2018-04-10 20:01:15,53
2018-04-10 20:01:25,38
2018-04-10 20:01:30,38
2018-04-10 20:01:35,38
2018-04-10 20:01:55,40
2018-04-10 20:02:00,40
2018-04-10 20:02:05,40
2018-04-10 20:02:15,14
2018-04-10 20:02:25,14
2018-04-10 20:02:30,14
2018-04-10 20:02:35,26
2018-04-10 20:02:45,26
2018-04-10 20:02:55,0
2018-04-10 20:03:00,0
2018-04-10 20:03:15,10
2018-04-10 20:03:25,10
2018-04-10 20:03:35,24
2018-04-10 20:03:45,24
2018-04-10 20:03:50,24
2018-04-10 20:03:55,5
2018-04-10 20:04:00,5
2018-04-10 20:04:05,5
2018-04-10 20:04:10,5
2018-04-10 20:04:15,18
2018-04-10 20:04:20,18
2018-04-10 20:04:25,18
2018-04-10 20:04:30,13
2018-04-10 20:04:35,13
2018-04-10 20:04:45,13
2018-04-10 20:04:50,28
2018-04-10 20:04:55,28
2018-04-10 20:05:05,28
2018-04-10 20:05:10,10
2018-04-10 20:05:15,10
2018-04-10 20:05:25,10
2018-04-10 20:05:35,31
2018-04-10 20:05:40,31
2018-04-10 20:05:45,31
